,Transaction ID,Account,Date,U-Amount,Amount,Description,Memo,Address,Type Detail,Split Type,Date Applied,Location
631,4206,UOB - Checking Account 2,2023-12-01,-2125.0,-2125.0,Daycare,,,Kids:Babysitter & Daycare,Single,2023-12-01,
632,4207,UOB - Checking Account 2,2023-12-01,-2025.0,-2025.0,Daycare,,,Kids:Babysitter & Daycare,Single,2023-12-01,
633,4208,UOB - Checking Account 2,2023-12-06,-70.0,-70.0,Paynow,,,Auto & Transport:Taxi & Uber,Single,2023-12-06,
634,4209,UOB - Checking Account 2,2023-12-08,-52.25,-52.25,Starhub Epayment,,,Bills & Utilities:Internet,Single,2023-12-08,
635,4210,UOB - Checking Account 2,2023-12-01,-7000.0,-7000.0,Rent,,,Home:Rent,Single,2023-12-01,
636,4211,UOB - Checking Account 2,2023-12-11,-85.0,-85.0,Paynow,,,Auto & Transport:Taxi & Uber,Single,2023-12-11,
637,4212,UOB - Checking Account 2,2023-12-12,-116.96,-116.96,Singtel,,,Bills & Utilities:Mobile Phone,Single,2023-12-12,
638,4213,UOB - Checking Account 2,2023-12-13,-200.0,-200.0,CashCard Reval,,,Auto & Transport:Parking,Single,2023-12-13,
639,4215,UOB - Checking Account 2,2023-12-27,15000.0,15000.0,Salary Payment,,,Net Salary:Salary,Split,2023-12-27,
640,4215,UOB - Checking Account 2,2023-12-27,-2000.0,-2000.0,Inward DR - GIRO Tax,,,Tax:Singapore,Split,2023-12-27,
641,4216,UOB - Checking Account 2,2024-01-01,-1500.0,-150.0,Cash Withdrawal-ATM,,,Cash & ATM,Split,2024-01-01,
642,4216,UOB - Checking Account 2,2023-12-01,-1500.0,-150.0,Cash Withdrawal-ATM,,,Cash & ATM,Split,2023-12-01,
643,4216,UOB - Checking Account 2,2024-02-01,-1500.0,-200.0,Cash Withdrawal-ATM,,,Cash & ATM,Split,2024-02-01,
644,4218,UOB - Checking Account 2,2023-12-28,-9.0,-9.0,Paynow,,,Personal Care:Hair,Single,2023-12-28,
645,4219,UOB - Checking Account 2,2023-12-30,30.0,30.0,Paynow,,,Kids:Toys,Single,2023-12-30,
646,4220,UOB - Checking Account 2,2023-12-31,5.0,5.0,Interest,,,Interest Inc,Single,2023-12-31,
647,4221,UOB - Checking Account 2,2024-01-04,-0.16,-0.16,Parking Bill,,,Auto & Transport:Parking,Single,2024-01-04,
648,4222,UOB - Checking Account 2,2024-01-05,4000.0,4000.0,Lisa,,,[UOB - Checking Account 1],Single,2024-01-05,
649,4223,UOB - Checking Account 2,2024-01-01,-2350.0,-2350.0,Daycare,,,Kids:Babysitter & Daycare,Single,2024-01-01,
650,4224,UOB - Checking Account 2,2024-01-01,-2250.0,-2250.0,Daycare,,,Kids:Babysitter & Daycare,Single,2024-01-01,
651,4225,UOB - Checking Account 2,2024-01-05,-135.0,-135.0,Esso,,,Auto & Transport:Gas & Fuel,Single,2024-01-05,
652,4226,UOB - Checking Account 2,2024-01-06,-1.09,-1.09,Bus Mrt,,,Auto & Transport:Public Transportation,Single,2024-01-06,
653,4227,UOB - Checking Account 2,2024-01-06,-1.09,-1.09,Bus Mrt,,,Auto & Transport:Public Transportation,Single,2024-01-06,
654,4228,UOB - Checking Account 2,2024-01-08,-15.12,-15.12,Online Store,,,Home:Home Supplies,Single,2024-01-08,
655,4229,UOB - Checking Account 2,2024-01-08,-52.26,-52.26,Starhub Epayment,,,Bills & Utilities:Internet,Single,2024-01-08,
656,4231,UOB - Checking Account 2,2024-01-09,-0.12,-0.12,Parking Bill,,,Auto & Transport:Parking,Single,2024-01-09,
657,4232,UOB - Checking Account 2,2024-01-09,-29.98,-29.98,Online Membership,,,Memberships,Single,2024-01-09,
658,4233,UOB - Checking Account 2,2024-01-01,-7000.0,-7000.0,Rent,,,Home:Rent,Single,2024-01-01,
659,4234,UOB - Checking Account 2,2024-01-11,-20.0,-20.0,Paynow,,,Kids:Babysitter & Daycare,Single,2024-01-11,
660,4235,UOB - Checking Account 2,2024-01-11,-31.0,-31.0,Paynow,,,Kids:Babysitter & Daycare,Single,2024-01-11,
661,4236,UOB - Checking Account 2,2024-01-11,-50.0,-50.0,Transferwise,,,Cash & ATM,Single,2024-01-11,
662,4237,UOB - Checking Account 2,2024-01-12,-0.68,-0.68,Parking Bill,,,Auto & Transport:Parking,Single,2024-01-12,
663,4238,UOB - Checking Account 2,2024-01-15,50.0,50.0,Paynow,,,Shopping:Electronics & Software,Single,2024-01-15,
664,4239,UOB - Checking Account 2,2024-01-16,-119.73,-119.73,Singtel,,,Bills & Utilities:Mobile Phone,Single,2024-01-16,
665,4241,UOB - Checking Account 2,2024-01-20,-100.0,-100.0,CashCard Reval,,,Auto & Transport:Parking,Single,2024-01-20,
666,4242,UOB - Checking Account 2,2024-01-26,-16.0,-16.0,Activity,,,Kids:Kids Activities,Single,2024-01-26,
667,4243,UOB - Checking Account 2,2024-01-27,45.0,45.0,Paynow,,,Kids:Toys,Single,2024-01-27,
668,4244,UOB - Checking Account 2,2024-01-29,-14.0,-14.0,Paynow,,,Personal Care:Hair,Single,2024-01-29,
669,4246,UOB - Checking Account 2,2024-01-29,-109.0,-109.0,Activity,,,Kids:Kids Activities,Single,2024-01-29,
670,4247,UOB - Checking Account 2,2024-01-30,-720.0,-720.0,Paynow,,,Home:Home Services,Single,2024-01-30,
671,4248,UOB - Checking Account 2,2024-01-30,-2.46,-2.46,Parking Bill,,,Auto & Transport:Parking,Single,2024-01-30,
672,4249,UOB - Checking Account 2,2024-01-31,4.63,4.63,Interest,,,Interest Inc,Single,2024-01-31,
673,4250,UOB - Checking Account 2,2024-01-31,-38.0,-38.0,Paynow,,,Food & Dining:Lunch,Single,2024-01-31,
674,4251,UOB - Checking Account 2,2024-02-02,0.07,0.07,Interest,,,Interest Inc,Single,2024-02-02,
675,4252,UOB - Checking Account 2,2024-02-02,-35.0,-35.0,Paynow,,,Kids:Babysitter & Daycare,Single,2024-02-02,
676,4253,UOB - Checking Account 2,2024-02-02,-15.0,-15.0,Paynow,,,Kids:Babysitter & Daycare,Single,2024-02-02,
677,4254,UOB - Checking Account 2,2024-02-03,-1.09,-1.09,MRT,,,Auto & Transport:Public Transportation,Single,2024-02-03,
678,4255,UOB - Checking Account 2,2024-02-05,4000.0,4000.0,Lisa,,,[UOB - Checking Account 1],Single,2024-02-05,
679,4256,UOB - Checking Account 2,2024-02-01,-2250.0,-2250.0,Daycare,,,Kids:Babysitter & Daycare,Single,2024-02-01,
680,4257,UOB - Checking Account 2,2024-02-01,-2350.0,-2350.0,Daycare,,,Kids:Babysitter & Daycare,Single,2024-02-01,
681,4258,UOB - Checking Account 2,2024-02-07,-52.64,-52.64,Starhub Epayment,,,Bills & Utilities:Internet,Single,2024-02-07,
682,4259,UOB - Checking Account 2,2024-02-01,-7000.0,-7000.0,Rent,,,Home:Rent,Single,2024-02-01,
683,4260,UOB - Checking Account 2,2024-02-14,-1.09,-1.09,Bus Mrt,,,Auto & Transport:Public Transportation,Single,2024-02-14,
684,4261,UOB - Checking Account 2,2024-02-14,-126.44,-126.44,Singtel,,,Bills & Utilities:Mobile Phone,Single,2024-02-14,
685,4262,UOB - Checking Account 2,2024-02-15,-1.09,-1.09,Bus Mrt,,,Auto & Transport:Public Transportation,Single,2024-02-15,
686,4263,UOB - Checking Account 2,2024-02-19,680.0,680.0,Paynow,,,Kids:Baby Supplies,Single,2024-02-19,
687,4265,UOB - Checking Account 2,2024-02-19,-50.0,-50.0,Transferwise,,,Cash & ATM,Single,2024-02-19,
688,4266,UOB - Checking Account 2,2024-02-23,-100.0,-100.0,NETS CashCard,,,Auto & Transport:Parking,Single,2024-02-23,
689,4267,UOB - Checking Account 2,2024-02-26,50.0,50.0,Paynow,,,Kids:Toys,Single,2024-02-26,
690,4268,UOB - Checking Account 2,2024-03-01,-1000.0,-50.0,Cash Withdrawal-ATM,,,Cash & ATM,Split,2024-03-01,
691,4269,UOB - Checking Account 2,2024-02-26,-14.0,-14.0,Paynow,,,Personal Care:Hair,Single,2024-02-26,
692,4271,UOB - Checking Account 2,2024-02-29,3.98,3.98,Interest,,,Interest Inc,Single,2024-02-29,
693,4272,UOB - Checking Account 2,2024-03-01,-131.82,-131.82,Online Store,,,Shopping:Electronics & Software,Single,2024-03-01,
694,4273,UOB - Checking Account 2,2024-03-02,0.1,0.1,Interest,,,Interest Inc,Single,2024-03-02,
695,4274,UOB - Checking Account 2,2024-03-05,4000.0,4000.0,Lisa,,,[UOB - Checking Account 1],Single,2024-03-05,
696,4275,UOB - Checking Account 2,2024-03-01,-2250.0,-2250.0,Daycare,,,Kids:Babysitter & Daycare,Single,2024-03-01,
697,4276,UOB - Checking Account 2,2024-03-01,-2350.0,-2350.0,Daycare,,,Kids:Babysitter & Daycare,Single,2024-03-01,
698,4277,UOB - Checking Account 2,2024-03-09,-52.64,-52.64,Starhub Epayment,,,Bills & Utilities:Internet,Single,2024-03-09,
699,4278,UOB - Checking Account 2,2024-02-11,15000.0,15000.0,Salary Payment,,,Net Salary:Salary,Single,2024-02-11,
700,4278,UOB - Checking Account 2,2024-03-11,15000.0,15000.0,Salary Payment,,,Net Salary:Salary,Single,2024-03-11,
701,4279,UOB - Checking Account 2,2024-03-01,-7000.0,-7000.0,Rent,,,Home:Rent,Single,2024-03-01,
702,4280,UOB - Checking Account 2,2024-03-11,-12.0,-12.0,NETS CashCard,,,Auto & Transport:Parking,Single,2024-03-11,
703,4281,UOB - Checking Account 2,2024-03-11,-9.0,-9.0,Paynow,,,Kids:Kids Activities,Single,2024-03-11,
704,4282,UOB - Checking Account 2,2024-03-12,-132.43,-132.43,Singtel,,,Bills & Utilities:Mobile Phone,Single,2024-03-12,
705,4283,UOB - Checking Account 2,2024-03-13,-1.09,-1.09,Bus Mrt,,,Auto & Transport:Public Transportation,Single,2024-03-13,
706,4284,UOB - Checking Account 2,2024-03-13,-100000.0,-100000.0,Transfer - Interactive Brokers,,,[Interactive Brokers - Investing Account 1],Single,2024-03-13,
707,4285,UOB - Checking Account 2,2024-03-18,15.0,15.0,Paynow,,,Kids:Toys,Single,2024-03-18,
708,4287,UOB - Checking Account 2,2024-03-20,-50000.0,-50000.0,Transfer - Interactive Brokers,,,[Interactive Brokers - Investing Account 1],Single,2024-03-20,
709,4288,UOB - Checking Account 2,2024-04-25,12000.0,12000.0,Bonus,,,Net Salary:Bonus,Single,2024-04-25,
710,4289,UOB - Checking Account 2,2024-03-25,-14.0,-14.0,Paynow,,,Personal Care:Hair,Single,2024-03-25,
711,4290,UOB - Checking Account 2,2024-03-26,-70000.0,-70000.0,Transfer - Interactive Brokers,,,[Interactive Brokers - Investing Account 1],Single,2024-03-26,
712,4292,UOB - Checking Account 2,2024-03-30,4.58,4.58,Interest,,,Interest Inc,Single,2024-03-30,
713,4293,UOB - Checking Account 2,2024-04-02,18.34,18.34,Credit Card Fee Waived,,,Fees & Charges:Credit Card - Fee,Single,2024-04-02,
714,4294,UOB - Checking Account 2,2024-04-02,0.03,0.03,Parking Bill Rebate,,,Auto & Transport:Parking,Single,2024-04-02,
715,4295,UOB - Checking Account 2,2024-04-02,-18.34,-18.34,Annual Membership Fee,,,Fees & Charges:Credit Card - Fee,Single,2024-04-02,
716,4296,UOB - Checking Account 2,2024-04-03,-410.0,-410.0,Paynow,,,Kids:Kids Activities,Single,2024-04-03,
717,4298,UOB - Checking Account 2,2024-04-01,-1000.0,-150.0,Cash Withdrawal-ATM,,,Cash & ATM,Split,2024-04-01,
718,4299,UOB - Checking Account 2,2024-04-04,-15.0,-15.0,Paynow,,,Kids:Babysitter & Daycare,Single,2024-04-04,
719,4300,UOB - Checking Account 2,2024-04-04,-35.0,-35.0,Paynow,,,Kids:Babysitter & Daycare,Single,2024-04-04,
720,4301,UOB - Checking Account 2,2024-04-05,4000.0,4000.0,Lisa,,,[UOB - Checking Account 1],Single,2024-04-05,
721,4302,UOB - Checking Account 2,2024-04-01,-2250.0,-2250.0,Daycare,,,Kids:Babysitter & Daycare,Single,2024-04-01,
722,4303,UOB - Checking Account 2,2024-04-01,-2350.0,-2350.0,Daycare,,,Kids:Babysitter & Daycare,Single,2024-04-01,
723,4304,UOB - Checking Account 2,2024-04-06,60.0,60.0,Paynow,,,Kids:Baby Supplies,Single,2024-04-06,
724,4305,UOB - Checking Account 2,2024-04-08,-52.64,-52.64,Starhub Epayment,,,Bills & Utilities:Internet,Single,2024-04-08,
725,4306,UOB - Checking Account 2,2024-04-09,-70.0,-70.0,Paynow,,,Auto & Transport:Taxi & Uber,Single,2024-04-09,
726,4307,UOB - Checking Account 2,2024-04-09,-29.98,-29.98,Online Membership,,,Memberships,Single,2024-04-09,
727,4308,UOB - Checking Account 2,2024-04-01,-7000.0,-7000.0,Rent,,,Home:Rent,Single,2024-04-01,
728,4309,UOB - Checking Account 2,2024-04-16,-80.0,-80.0,Paynow,,,Auto & Transport:Taxi & Uber,Single,2024-04-16,
729,4310,UOB - Checking Account 2,2024-04-16,-104.18,-104.18,Singtel,,,Bills & Utilities:Mobile Phone,Single,2024-04-16,
730,4311,UOB - Checking Account 2,2024-04-16,-18.0,-18.0,Activity,,,Kids:Kids Activities,Single,2024-04-16,
731,4312,UOB - Checking Account 2,2024-04-17,75.0,75.0,Paynow,,,Kids:Baby Supplies,Single,2024-04-17,
732,4314,UOB - Checking Account 2,2024-04-19,-191.6,-191.6,Zoo,,,Entertainment,Single,2024-04-19,
733,4315,UOB - Checking Account 2,2024-04-20,-100.0,-100.0,NETS CashCard,,,Auto & Transport:Parking,Single,2024-04-20,
734,4316,UOB - Checking Account 2,2024-04-22,-14.0,-14.0,Paynow,,,Personal Care:Hair,Single,2024-04-22,
735,4317,UOB - Checking Account 2,2024-04-23,-2.12,-2.12,Parking Bill,,,Auto & Transport:Parking,Single,2024-04-23,
736,4318,UOB - Checking Account 2,2024-04-27,-630.0,-315.0,Paynow,,,Kids:Kids Activities,Split,2024-04-27,
737,4319,UOB - Checking Account 2,2024-04-29,80.0,80.0,Paynow,,,Kids:Baby Supplies,Single,2024-04-29,
738,4320,UOB - Checking Account 2,2024-04-30,10000.0,10000.0,Lisa,,,[UOB - Checking Account 1],Single,2024-04-30,
739,4321,UOB - Checking Account 2,2024-04-30,40.0,40.0,Paynow,,,Kids:Baby Supplies,Single,2024-04-30,
740,4322,UOB - Checking Account 2,2024-04-30,2.12,2.12,Interest,,,Interest Inc,Single,2024-04-30,
741,4326,American Express - Credit Card 1,2023-11-18,0.0,0.0,Opening Balance,,,[American Express - Credit Card 1],Single,2023-11-18,
742,10675,Chase - Credit Card 2,2023-01-04,-1.5,-1.988250763,Grocery Store,,,Food & Dining:Groceries,Single,2023-01-04,
743,4328,American Express - Credit Card 1,2023-12-07,-6.5,-8.615753308,Skype Number,,,Bills & Utilities:Home Phone,Single,2023-12-07,
744,4329,American Express - Credit Card 1,2023-12-01,-2000.0,-2000.0,Hotel,,,Travel:Hotel,Single,2023-12-01,
745,10676,Chase - Credit Card 2,2023-01-04,-16.6,-22.00330845,Grocery Store,,,Food & Dining:Groceries,Single,2023-01-04,
746,4331,American Express - Credit Card 1,2024-04-01,-878.93,-1165.022162,Flight Purchase,,,Travel:Air Travel,Single,2024-04-01,
747,4332,American Express - Credit Card 1,2023-12-18,-200.0,-500.0,Credit Card Fee,,,Fees & Charges:Credit Card - Fee,Single,2023-12-18,
748,4333,American Express - Credit Card 1,2024-01-04,-6.5,-8.615753308,Skype Number,,,Bills & Utilities:Home Phone,Single,2024-01-04,
749,4334,American Express - Credit Card 1,2024-01-12,-29.0,-38.43951476,Late Fee,,,Fees & Charges:Late Fee,Single,2024-01-12,
750,4335,American Express - Credit Card 1,2024-01-15,4092.22,5424.239693,American Express,,,[Charles Schwab - Checking Account 1],Single,2024-01-15,
751,4336,American Express - Credit Card 1,2024-01-16,29.0,38.43951476,Late Fee Waived,,,Fees & Charges:Late Fee,Single,2024-01-16,
752,4337,American Express - Credit Card 1,2024-01-18,-88.21,-116.9223999,Interest Charge,,,Interest Exp,Single,2024-01-18,
753,4338,American Express - Credit Card 1,2024-01-25,88.21,116.9223999,Interest Charge Waived,,,Interest Exp,Single,2024-01-25,
754,4339,American Express - Credit Card 1,2024-02-04,-6.5,-8.615753308,Skype Number,,,Bills & Utilities:Home Phone,Single,2024-02-04,
755,4340,American Express - Credit Card 1,2024-02-04,-159.03,-210.7943459,Hotel,,,Travel:Hotel,Single,2024-02-04,
756,4341,American Express - Credit Card 1,2024-02-07,6.5,8.615753308,American Express,,,[Charles Schwab - Checking Account 1],Single,2024-02-07,
757,10682,Chase - Credit Card 2,2023-01-06,-11.67,-15.46859094,Online Grocery Store,,,Food & Dining:Groceries,Single,2023-01-06,
758,4344,Charles Schwab - Checking Account 1,2024-03-07,165.53,219.4100993,Autopay Payment - Thank You,,,[American Express - Credit Card 1],Single,2024-03-07,
759,10685,Chase - Credit Card 2,2023-01-08,-36.31,-48.12892348,Grocery Store,,,Food & Dining:Groceries,Single,2023-01-08,
760,10686,Chase - Credit Card 2,2023-01-08,-42.64,-56.5193417,Online Grocery Store,,,Food & Dining:Groceries,Single,2023-01-08,
761,10687,Chase - Credit Card 2,2023-01-09,-31.31,-41.50142094,Grocery Store,,,Food & Dining:Groceries,Single,2023-01-09,
762,10688,Chase - Credit Card 2,2023-01-09,-8.27,-10.96188921,Online Grocery Store,,,Food & Dining:Groceries,Single,2023-01-09,
763,4350,American Express - Credit Card 1,2024-04-08,88.26,116.9886749,American Express,,,[Charles Schwab - Checking Account 1],Single,2024-04-08,
764,4351,American Express - Credit Card 1,2024-04-15,-261.68,-346.8569732,Hotel,,,Travel:Hotel,Single,2024-04-15,
765,4661,Chase - Credit Card 1,2023-01-22,561.19,743.8576306,Automatic Payment - Thank,,,[Chase - Checking Account 1],Single,2023-01-22,
766,4662,Chase - Credit Card 1,2023-02-13,-378.4,-501.5693926,Home Store,,,Home:Furnishings,Single,2023-02-13,
767,4663,Chase - Credit Card 1,2023-02-13,-131.64,-174.488887,Home Store,,,Home:Furnishings,Single,2023-02-13,
768,4664,Chase - Credit Card 1,2023-03-01,-71.56,-94.85281642,Clothing Store,,,Shopping:Clothing,Single,2023-03-01,
769,4665,Chase - Credit Card 1,2023-03-22,510.04,676.0582796,Automatic Payment - Thank,,,[Chase - Checking Account 1],Single,2023-03-22,
770,4666,Chase - Credit Card 1,2023-03-29,23.55,31.21553699,Clothing Store,,,Shopping:Clothing,Single,2023-03-29,
771,4667,Chase - Credit Card 1,2023-04-24,48.01,63.63727944,Automatic Payment - Thank,,,[Chase - Checking Account 1],Single,2023-04-24,
772,4668,Chase - Credit Card 1,2023-05-07,-9.24,-12.2476247,Online Store,,,Home:Home Supplies,Single,2023-05-07,
773,4669,Chase - Credit Card 1,2023-06-22,9.24,12.2476247,Automatic Payment - Thank,,,[Chase - Checking Account 1],Single,2023-06-22,
774,4670,Chase - Credit Card 1,2023-07-03,-8.06,-10.6835341,Clothing Store,,,Kids:Clothing,Single,2023-07-03,
775,4671,Chase - Credit Card 1,2023-07-04,-31.62,-41.91232609,Clothing Store,,,Kids:Clothing,Single,2023-07-04,
776,4672,Chase - Credit Card 1,2023-08-01,-2941.35,-3898.760922,Store,,,Gifts & Donations:Reimbursed Purchases,Single,2023-08-01,
777,4673,Chase - Credit Card 1,2023-08-23,2981.03,3951.356782,Autopay Payment - Thank You,,,[Chase - Checking Account 1],Single,2023-08-23,
778,4674,Chase - Credit Card 1,2023-09-22,278.15,368.6879666,Automatic Payment - Thank,,,[Chase - Checking Account 1],Single,2023-09-22,
779,10689,Chase - Credit Card 2,2023-01-10,-23.8,-31.54691211,Grocery Store,,,Food & Dining:Groceries,Single,2023-01-10,
780,4676,Chase - Credit Card 1,2023-10-05,-53.45,-70.84800221,Restaurant,,,Food & Dining:Bars & Restaurants,Single,2023-10-05,
781,4677,Chase - Credit Card 1,2023-10-08,-50.17,-66.50036054,Restaurant,,,Food & Dining:Bars & Restaurants,Single,2023-10-08,
782,4678,Chase - Credit Card 1,2023-10-12,10.98,14.55399559,Clothing Store,,,Kids:Clothing,Single,2023-10-12,
783,4679,Chase - Credit Card 1,2023-10-17,-68.1,-90.26658466,Online Store,,,Gifts & Donations:Gift,Single,2023-10-17,
784,4680,Chase - Credit Card 1,2023-10-19,10.99,14.56725059,Clothing Store,,,Kids:Clothing,Single,2023-10-19,
785,4681,Chase - Credit Card 1,2023-10-31,-3.27,-4.334386664,Online Store,,,Home:Home Supplies,Single,2023-10-31,
786,4682,Chase - Credit Card 1,2023-11-10,-7.79,-10.32564897,Store,,,Home:Home Supplies,Single,2023-11-10,
787,4683,Chase - Credit Card 1,2023-11-22,278.9,369.682092,Automatic Payment - Thank,,,[Chase - Checking Account 1],Single,2023-11-22,
788,4684,Chase - Credit Card 1,2023-11-01,-1741.26,-2308.041016,Store,,,Gifts & Donations:Reimbursed Purchases,Single,2023-11-01,
789,4685,Chase - Credit Card 1,2023-11-01,-1010.21,-1339.033869,Store,,,Gifts & Donations:Reimbursed Purchases,Single,2023-11-01,
790,4686,Chase - Credit Card 1,2023-11-01,-336.52,-446.0574313,Store,,,Gifts & Donations:Reimbursed Purchases,Single,2023-11-01,
791,4687,Chase - Credit Card 1,2023-11-01,-298.57,-395.754687,Store,,,Gifts & Donations:Reimbursed Purchases,Single,2023-11-01,
792,4688,Chase - Credit Card 1,2023-12-03,-130.7,-173.2429165,Clothing Store,,,Shopping:Clothing,Single,2023-12-03,
793,10690,Chase - Credit Card 2,2023-01-10,-22.45,-29.75748643,Grocery Store,,,Food & Dining:Groceries,Single,2023-01-10,
794,4690,Chase - Credit Card 1,2023-12-01,-344.21,-456.2505302,Store,,,Gifts & Donations:Reimbursed Purchases,Single,2023-12-01,
795,4691,Chase - Credit Card 1,2023-12-14,-7.3,-9.676153716,Online Store,,,Home:Home Supplies,Single,2023-12-14,
796,4692,Chase - Credit Card 1,2023-12-14,-76.37,-101.2284739,Online Store,,,Home:Home Supplies,Single,2023-12-14,
797,4693,Chase - Credit Card 1,2023-12-01,-23.68,-31.38785205,Store,,,Home:Home Supplies,Single,2023-12-01,
798,4694,Chase - Credit Card 1,2023-12-01,-39.91,-52.90072531,Online Store,,,Gifts & Donations:Gift,Single,2023-12-01,
799,4695,Chase - Credit Card 1,2023-12-01,-90.75,-120.2891712,Online Store,,,Gifts & Donations:Gift,Single,2023-12-01,
800,4696,Chase - Credit Card 1,2023-12-21,-3.65,-4.838076858,Online Store,,,Home:Home Supplies,Single,2023-12-21,
801,4697,Chase - Credit Card 1,2023-12-22,11.06,14.66003563,Automatic Payment - Thank,,,[Chase - Checking Account 1],Single,2023-12-22,
802,4698,Chase - Credit Card 1,2024-01-22,4118.33,5458.848511,Automatic Payment - Thank,,,[Chase - Checking Account 1],Single,2024-01-22,
803,4699,Chase - Credit Card 1,2024-01-01,-78.21,-103.6673948,Store,,,Gifts & Donations:Reimbursed Purchases,Single,2024-01-01,
804,4700,Chase - Credit Card 1,2024-02-01,-145.45,-192.794049,Store,,,Gifts & Donations:Reimbursed Purchases,Single,2024-02-01,
805,4701,Chase - Credit Card 1,2024-02-01,-29.67,-39.3276001,Store,,,Gifts & Donations:Reimbursed Purchases,Single,2024-02-01,
806,4702,Chase - Credit Card 1,2023-12-01,300.71,398.5912581,Store,,,Gifts & Donations:Reimbursed Purchases,Single,2023-12-01,
807,4703,Chase - Credit Card 1,2024-03-27,-149.46,-198.1093061,Clothing Store,,,Shopping:Clothing,Single,2024-03-27,
808,4704,Chase - Credit Card 1,2024-04-24,31.35,41.55444096,Clothing Store,,,Shopping:Clothing,Single,2024-04-24,
809,10652,Chase - Credit Card 2,2023-01-01,-4.62,-6.123812352,Pharmacy,,,Health & Fitness:Pharmacy,Single,2023-01-01,
810,10653,Chase - Credit Card 2,2023-01-01,-19.94,-26.43048015,Coffee Shop,,,Food & Dining:Coffee Shops,Single,2023-01-01,
811,10694,Chase - Credit Card 2,2023-01-11,-8.85,-11.7306795,Grocery Store,,,Food & Dining:Groceries,Single,2023-01-11,
812,10656,Chase - Credit Card 2,2023-01-01,-28.93,-38.34672973,Restaurant,,,Food & Dining:Bars & Restaurants,Single,2023-01-01,
813,10657,Chase - Credit Card 2,2023-01-01,-121.41,-160.9290168,Doctor Office,,,Health & Fitness:Child 3,Single,2023-01-01,
814,10658,Chase - Credit Card 2,2023-01-01,-1.5,-1.988250763,Merry Go Round,,,Entertainment:Amusement,Single,2023-01-01,
815,10660,Chase - Credit Card 2,2023-03-01,-1000.0,-1000.0,Flight Purchase,,,Travel:US Flights,Single,2023-03-01,
816,10662,Chase - Credit Card 2,2023-01-02,-11.97,-15.86624109,Grab,,,Auto & Transport:Taxi & Uber,Single,2023-01-02,
817,10663,Chase - Credit Card 2,2023-01-02,-83.93,-111.2492577,Delivery Food Service,,,Food & Dining:Delivery,Single,2023-01-02,
818,10664,Chase - Credit Card 2,2023-01-04,-30.37,-40.25545046,Restaurant,,,Food & Dining:Bars & Restaurants,Single,2023-01-04,
819,10665,Chase - Credit Card 2,2023-01-04,-5.83,-7.727667967,Restaurant,,,Food & Dining:Bars & Restaurants,Single,2023-01-04,
820,10666,Chase - Credit Card 2,2023-01-04,-50.41,-66.81848066,Delivery Food Service,,,Food & Dining:Delivery,Single,2023-01-04,
821,10667,Chase - Credit Card 2,2023-01-04,-76.29,-101.1224338,Delivery Food Service,,,Food & Dining:Delivery,Single,2023-01-04,
822,10669,Chase - Credit Card 2,2023-01-04,-144.12,-191.0311334,Restaurant,,,Food & Dining:Bars & Restaurants,Single,2023-01-04,
823,10671,Chase - Credit Card 2,2023-01-04,-10.33,-13.69242026,Rental Car,,,Travel:Rental Car & Taxi,Single,2023-01-04,
824,10672,Chase - Credit Card 2,2023-01-04,-20.94,-27.75598066,Restaurant,,,Food & Dining:Bars & Restaurants,Single,2023-01-04,
825,10704,Chase - Credit Card 2,2023-01-17,-7.04,-9.331523583,Online Grocery Store,,,Food & Dining:Groceries,Single,2023-01-17,
826,10710,Chase - Credit Card 2,2023-01-17,-1.18,-1.564090601,Grocery Store,,,Food & Dining:Groceries,Single,2023-01-17,
827,10711,Chase - Credit Card 2,2023-01-17,-6.07,-8.04578809,Grocery Store,,,Food & Dining:Groceries,Single,2023-01-17,
828,10712,Chase - Credit Card 2,2023-01-17,-3.99,-5.288747031,Online Grocery Store,,,Food & Dining:Groceries,Single,2023-01-17,
829,10677,Chase - Credit Card 2,2023-01-04,-8.83,-11.70416949,Rental Car,,,Travel:Rental Car & Taxi,Single,2023-01-04,
830,10678,Chase - Credit Card 2,2023-01-05,-29.76,-39.44689515,Lunch Spot,,,Food & Dining:Lunch,Single,2023-01-05,
831,10679,Chase - Credit Card 2,2023-01-05,-33.65,-44.60309213,Coffee Shop,,,Food & Dining:Coffee Shops,Single,2023-01-05,
832,10680,Chase - Credit Card 2,2023-01-05,-1000.0,-1000.0,Life Insurance,,,Financial:Life Insurance,Single,2023-01-05,
833,10713,Chase - Credit Card 2,2023-01-17,-20.64,-27.35833051,Grocery Store,,,Food & Dining:Groceries,Single,2023-01-17,
834,10723,Chase - Credit Card 2,2023-01-19,-48.78,-64.65791483,Grocery Store,,,Food & Dining:Groceries,Single,2023-01-19,
835,10684,Chase - Credit Card 2,2023-01-08,-94.83,-125.6972133,Esso,,,Auto & Transport:Gas & Fuel,Single,2023-01-08,
836,3978,UOB - Checking Account 2,2023-01-20,-150.87,-150.87,Online Grocery Store,,,Food & Dining:Groceries,Single,2023-01-20,
837,10726,Chase - Credit Card 2,2023-01-22,-51.49,-68.25002121,Online Grocery Store,,,Food & Dining:Groceries,Single,2023-01-22,
838,10728,Chase - Credit Card 2,2023-01-22,-24.08,-31.91805226,Grocery Store,,,Food & Dining:Groceries,Single,2023-01-22,
